date,year,month,quarter,period,flow_code,flow_label,partner_iso,partner_name,hs_code,hs_description,primary_value_usd,fob_value_usd,cif_value_usd,is_reported
2015-06-01,2015,6,2,201506,X,exports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",108729354.0,108729354.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",18627084.0,18627084.0,0.0,False
2015-06-01,2015,6,2,201506,X,exports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",744747279.0,744747279.0,0.0,False
2015-06-01,2015,6,2,201506,M,imports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",575579771.0,0.0,575579771.0,False
2015-06-01,2015,6,2,201506,M,imports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",32378819.0,0.0,32378819.0,False
2015-06-01,2015,6,2,201506,M,imports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",116719326.0,0.0,116719326.0,False
2015-06-01,2015,6,2,201506,M,imports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",58106761.0,0.0,58106761.0,False
2015-06-01,2015,6,2,201506,M,imports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",50179405.0,0.0,50179405.0,False
2015-06-01,2015,6,2,201506,M,imports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",11819878.0,0.0,11819878.0,False
2015-06-01,2015,6,2,201506,M,imports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",143056069.0,0.0,143056069.0,False
2015-06-01,2015,6,2,201506,M,imports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",45190210.0,0.0,45190210.0,False
